doi	solvent	PhNH2	BnOH	alc2aniline_ratio	base	base_amount	catalyst	metal	ligand	atmosphere	cat_load	temp	time	yield	TON	comment	success	atm_type	year	base_amine_ratio	base_alcohol_ratio
10.1039/d0dt03748f	THF	1.0	1.0	1.0	tBuOK	0.5	CoNNN	Co	no	Ar	4.0	110.0	24.0	0.0	0.0	0	False	inert	2021	0.5	0.5
10.1016/j.jorganchem.2020.121285	neat	1.0	2.0	2.0	tBuOK	1.0	CoNN	Co	no	Ar	1.5	120.0	24.0	47.43	31.62	0	False	inert	2020	1.0	0.5
10.1016/j.jorganchem.2020.121285	neat	1.0	2.0	2.0	tBuOK	1.0	CoNN	Co	no	Ar	2.5	120.0	24.0	72.0	28.8	0	True	inert	2020	1.0	0.5
10.1016/j.jorganchem.2020.121285	PhMe	1.0	2.0	2.0	tBuOK	1.0	CoNN	Co	no	Ar	2.5	120.0	24.0	29.67	11.868	0	False	inert	2020	1.0	0.5
10.1016/j.jorganchem.2020.121285	PhMe	1.0	2.0	2.0	tBuOK	1.0	CoNN	Co	no	Ar	1.5	120.0	24.0	15.86	10.573333333333332	0	False	inert	2020	1.0	0.5
10.1021/acs.orglett.5b03461	THF	0.6	0.5	0.8333333333333334	no base	0.0	Co-PNP-pincer	Co	4A MS	Ar	2.0	66.0	48.0	45.0	22.5	0	False	inert	2015	0.0	0.0
10.1016/j.tetlet.2011.01.059	neat	5.0	10.0	2.0	no base	0.0	Pd/Fe2O3	Pd	no	Ar	0.17	160.0	2.0	83.0	488.235294117647	0	True	inert	2011	0.0	0.0
10.1016/j.tetlet.2011.01.059	neat	2.0	6.0	3.0	no base	0.0	Pd/Fe2O3	Pd	no	Ar	0.43	160.0	2.0	90.0	209.30232558139537	0	True	inert	2011	0.0	0.0
10.1055/s-0030-1260238	PhMe	2.5	5.0	2.0	CsOH	2.5	Pd(Oac)2	Pd	no	Air?	1.0	170.0	12.0	98.0	98.0	0	True	oxygen	2011	1.0	0.5
10.1002/chem.200901501	CF3Ph/dodecane	3.0	1.0	0.3333333333333333	no base	0.0	PdPt/MgO	Pd,Pt	no	N2	0.8	180.0	0.25	80.0	100.0	0	True	inert	2009	0.0	0.0
10.1002/chem.200901501	CF3Ph/dodecane	3.0	1.0	0.3333333333333333	no base	0.0	Pd/MgO	Pd	no	N2	0.8	180.0	0.25	79.0	98.75	0	True	inert	2009	0.0	0.0
10.1039/c1ra00560j	p-xylene	2.0	1.0	0.5	no base	0.0	Cu2O	Cu	no	N2	1.0	155.0	0.5	0.0	0.0	0	False	inert	2011	0.0	0.0
10.1021/acs.organomet.6b00426	PhMe	1.0	1.0	1.0	no base	0.0	[Ru2Cl2(μ-Cl)2(η6-cym)2]	Ru	no	Ar	2.0	110.0	48.0	15.0	7.5	0	False	inert	2016	0.0	0.0
10.1002/ejic.201900191	neat	1.0	1.5	1.5	tBuOK	2.5	CymeneRuCl2	Ru	no	Ar	1.5	120.0	20.0	11.25	7.5	0	False	inert	2019	2.5	1.6666666666666667
10.1002/ejoc.201403636	DME	0.5	0.5	1.0	tBuOK	0.25	C6H6RuCl2	Ru	PTA	Air	2.5	55.0	15.0	16.08	6.432	0	False	oxygen	2015	0.5	0.5
10.1021/acs.inorgchem.9b03049	neat	1.0	1.2	1.2	tBuOLi	0.2	Ru-NHC	Ru	no	Ar	0.5	120.0	2.0	3.06	6.12	0	False	inert	2020	0.2	0.1666666666666666
10.1002/ejic.201701479	PhMe	1.1	1.0	0.9090909090909092	Cs2CO3	2.5	Ru(NHC(CH2)2OMeCl2	Ru	no	Ar	5.0	120.0	24.0	28.5	5.7	0	False	inert	2018	2.2727272727272725	2.5
10.1039/d1ob00362c	PhMe	1.0	1.0	1.0	tBuOK	1.0	No Catalyst		no	Ar	0.0	110.0	2.0	6.0	inf	0	False	inert	2021	1.0	1.0
10.1002/ejoc.201403636	PhMe	0.5	0.5	1.0	tBuOK	0.5	Ru3CO12	Ru	PTA	Air	2.5	55.0	40.0	13.6	5.44	0	False	oxygen	2015	1.0	1.0
10.1016/j.jcat.2009.01.020	mesitylene	0.25	0.38	1.52	no base	0.0	RuClx/Al2O3	Ru	no	Ar	5.0	132.0	5.0	22.0	4.4	0	False	inert	2009	0.0	0.0
10.1002/ejoc.201403636	PhMe	0.5	0.5	1.0	NaOH	0.25	C6H6RuCl2	Ru	PPh2(CH2)8PPh2	Air	2.5	55.0	15.0	9.31	3.724	0	False	oxygen	2015	0.5	0.5
10.1002/ejoc.201403636	PhMe	0.5	0.5	1.0	KOH	0.25	C6H6RuCl2	Ru	PPh2(CH2)8PPh2	Air	2.5	55.0	15.0	8.55	3.4200000000000004	0	False	oxygen	2015	0.5	0.5
10.1021/acs.organomet.6b00426	PhMe	1.0	1.0	1.0	no base	0.0	[Ru2Cl2(μ-Cl)2(η6-cym)2]	Ru	no	Ar	2.0	110.0	24.0	4.0	2.0	0	False	inert	2016	0.0	0.0
10.1002/adsc.201600141	DMF	1.1	1.0	0.9090909090909092	tBuONa	1.2	[RuCp*Cl2]n	Ru	benzotriazoleCH2C(O)NHCH(Me)COOMe	N2	2.0	153.0	48.0	4.0	2.0	0	False	inert	2016	1.0909090909090908	1.2
10.1002/adsc.201701117	dioxane	0.55	0.72	1.3090909090909089	tBuOK	0.1375	[Ru(cymene)Cl2]2	Ru	no	Ar	0.4	110.0	12.0	0.72	1.7999999999999998	0	False	inert	2017	0.25	0.1909722222222222
10.1007/s11243-019-00313-7	dioxane	1.0	1.0	1.0	tBuOK	0.5	Ru-NHC(p-cymene)Ar (2c)	Ru	no	Ar	1.0	100.0	24.0	1.56	1.56	0	False	inert	2019	0.5	0.5
10.1016/j.poly.2019.114234	dioxane	1.0	1.5	1.5	KOH	1.0	Ru-NHC (3e)	Ru	no	Ar	1.0	100.0	24.0	1.2	1.2	0	False	inert	2019	1.0	0.6666666666666666
10.1016/j.poly.2019.114234	dioxane	1.0	1.5	1.5	KOH	1.0	Ru-NHC (3e)	Ru	no	Ar	1.0	120.0	24.0	1.17	1.17	0	False	inert	2019	1.0	0.6666666666666666
10.1021/acs.organomet.6b00426	PhMe	1.0	1.0	1.0	no base	0.0	R-Cl2Ru-Ge(tBu)NtBuCPhNtBu	Ru	AgOTf	Ar	1.0	110.0	24.0	1.0	1.0	0	False	inert	2016	0.0	0.0
10.1016/j.jcat.2009.01.020	mesitylene	0.25	0.38	1.52	no base	0.0	Ru3(CO)12	Ru	no	Ar	5.0	132.0	5.0	3.0	0.6	0	False	inert	2009	0.0	0.0
10.1016/j.jcat.2009.01.020	mesitylene	0.25	0.38	1.52	no base	0.0	CymeneRuCl2	Ru	no	Ar	5.0	132.0	5.0	3.0	0.6	0	False	inert	2009	0.0	0.0
10.1007/s11243-019-00313-7	neat	1.0	1.5	1.5	tBuOK	1.0	Ru-NHC(p-cymene)Ar (2c)	Ru	no	Ar	2.5	120.0	24.0	0.81	0.324	0	False	inert	2019	1.0	0.6666666666666666
10.1016/j.catcom.2015.10.028	neat	1.0	1.6	1.6	no base	0.0	CymeneRuCl2	Ru	no	no data	1.0	120.0	15.0	0.2304	0.2304	0	False	no_data	2015	0.0	0.0
10.1021/acs.organomet.8b00908	PhMe	1.0	1.0	1.0	no base	0.0	C6H6-Se-Ru-N-anthracene-Cl	Ru	no	N2	0.5	25.0	6.0	0.0	0.0	0	False	inert	2019	0.0	0.0
10.1002/ejoc.201403636	PhMe	0.5	0.5	1.0	no base	0.0	CymeneRuCl2	Ru	Xantphos	Air	5.0	55.0	15.0	0.0	0.0	0	False	oxygen	2015	0.0	0.0
10.1002/ejoc.201403636	PhMe	0.5	0.5	1.0	tBuOK	0.25	CymeneRuCl2	Ru	Xantphos	Air	5.0	55.0	15.0	0.0	0.0	0	False	oxygen	2015	0.5	0.5
10.1002/ejoc.201403636	PhMe	0.5	0.5	1.0	tBuOK	0.25	Ru3CO12	Ru	PPh2(CH2)8PPh2	Air	2.5	55.0	15.0	0.0	0.0	0	False	oxygen	2015	0.5	0.5
10.1002/chem.200901501	CF3Ph/dodecane	3.0	1.0	0.3333333333333333	no base	0.0	Pd/HT	Pd	no	N2	0.8	180.0	0.25	49.0	61.25	0	False	inert	2009	0.0	0.0
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	5.0	130.0	18.0	43.0	8.6	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	7.5	130.0	18.0	75.0	10.0	0	True	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	130.0	18.0	91.0	9.1	0	True	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	100.0	18.0	17.0	1.7	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	80.0	18.0	0.0	0.0	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.3	(N,O)-PLY		no	N2	10.0	130.0	18.0	73.0	7.3	0	True	inert	2021	1.0	0.9090909090909092
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuONa	0.36	(N,O)-PLY		no	N2	10.0	130.0	18.0	0.0	0.0	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOLi	0.36	(N,O)-PLY		no	N2	10.0	130.0	18.0	36.0	3.6	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	THF	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	130.0	18.0	15.0	1.5	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	MeCN	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	130.0	18.0	0.0	0.0	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	130.0	8.0	23.0	2.3	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	(N,O)-PLY		no	N2	10.0	130.0	16.0	77.0	7.7	0	True	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	tBuOK	0.36	No Catalyst		no	N2	10.0	130.0	18.0	5.0	0.5	0	False	inert	2021	1.2	1.0909090909090908
10.1039/d1sc01681d	PhMe	0.3	0.33	1.1	no base	0.0	(N,O)-PLY		no	N2	10.0	130.0	18.0	0.0	0.0	0	False	inert	2021	0.0	0.0
10.1002/ejic.202000971	PhMe	2.0	1.0	0.5	tBuOK	2.0	Ppy		no	N2	0.0	100.0	24.0	10.0	inf	0	False	inert	2021	1.0	2.0
10.1002/ejic.202000971	PhMe	2.0	1.0	0.5	tBuOK	2.0	No Catalyst		no	N2	0.0	100.0	24.0	10.0	inf	0	False	inert	2021	1.0	2.0
10.1002/ejic.202000971	PhMe	2.0	1.0	0.5	tBuOK	2.0	Ppy		no	N2	0.0	100.0	24.0	60.0	inf	0	False	inert	2021	1.0	2.0
10.1016/s0040-4039(03)00371-x	PhMe	1.0	1.0	1.0	no base	0.0	Cp*IrCl2	Ir	no	Ar	5.0	110.0	17.0	30.0	6.0	0	False	inert	2003	0.0	0.0
10.1002/chem.201201845	PhMe	1.0	1.0	1.0	no base	0.0	Cp*IrCl2	Ir	AgBF4	Ar	1.0	110.0	14.0	5.0	5.0	0	False	inert	2012	0.0	0.0
10.1002/adsc.200700596	PhMe	0.5	0.5	1.0	tBuOK	0.25	[IrCODCl]2	Ir	PNP ligand (10 mol%)	Ar	10.0	110.0	24.0	78.0	7.8	THF stock soln	True	inert	2008	0.5	0.5
10.1002/cctc.201700678	H2O	1.0	1.0	1.0	no base	0.0	[Cp*IrCl2]2	Ir	no	N2	4.0	110.0	16.0	20.0	5.0	0	False	inert	2017	0.0	0.0
10.1002/adsc.200700596	diglyme	0.5	0.5	1.0	Cs2CO3	0.5	[IrCODCl]2	Ir	PNP ligand (2 mol%)	Ar	2.0	110.0	24.0	12.0	6.0	THF stock soln	False	inert	2008	1.0	1.0
10.1021/acs.organomet.6b00426	PhMe	1.0	1.0	1.0	no base	0.0	[Ir2Cl2(μ-Cl)2(η5-Cp*)2]	Ir	no	Ar	2.0	110.0	48.0	5.0	2.5	0	False	inert	2016	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Cs(OTf)2	Cs	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Zn(OTf)2	Zn	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Cu(Otf)2	Cu	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ca(OTf)2	Ca	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Y(Otf)2	Y	no	air	5.0	160.0	2.0	6.0	1.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Sc(OTf)2	Sc	no	air	5.0	160.0	2.0	6.0	1.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	La(OTf)2	La	no	air	5.0	160.0	2.0	6.0	1.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Al(OTf)2	Al	no	air	5.0	160.0	2.0	17.0	3.4	microwave	False	oxygen	2020	0.0	0.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	DABCO	2.0	Fe-HMS	Fe	no	no data	27.0	160.0	1.0	42.5	1.5740740740740742	MW	False	no_data	2010	1.6666666666666667	2.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Bi(OTf)3	Bi	no	air	5.0	160.0	2.0	49.0	9.8	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	HNTf2		no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ba(NTf2)2	Ba	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Cd(NTf2)2	Cd	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Sr(NTf2)2	Se	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1021/acs.organomet.0c00233	PhMe	1.0	1.0	1.0	tBuONa	0.75	NiNNN	Ni	no	Ar	2.0	140.0	72.0	60.0	30.0	0	False	inert	2020	0.75	0.75
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	K(NTf2)	K	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Cu(NTf2)2	Cu	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ca(NTf2)2	Ca	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Li(NTf2)	Li	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Cs(NTf2)	Cs	no	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Mg(NTf2)2	Mg	no	air	5.0	160.0	2.0	5.0	1.0	microwave	False	oxygen	2020	0.0	0.0
10.1021/acs.organomet.6b00426	PhMe	1.0	1.0	1.0	no base	0.0	[Ir2Cl2(μ-Cl)2(η5-Cp*)2]	Ir	no	Ar	2.0	110.0	24.0	3.0	1.5	0	False	inert	2016	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Zn(NTf2)2	Zn	no	air	5.0	160.0	2.0	9.0	1.8	microwave	False	oxygen	2020	0.0	0.0
10.1021/jo200559h	neat	1.0	2.0	2.0	KOH	1.3	Co(OH)2-Fe3O4	Co	no	Ar	1.4	130.0	96.0	48.0	34.285714285714285	0	False	inert	2011	1.3	0.65
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Mn(NTf2)2	Mn	no	air	5.0	160.0	2.0	25.0	5.0	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ce(NTf2)s	Ce	no	air	5.0	160.0	2.0	29.0	5.8	microwave	False	oxygen	2020	0.0	0.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-HMS	Fe	no	no data	54.0	160.0	1.0	54.27	1.005	MW	False	no_data	2010	1.6666666666666667	2.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Y(NTf2)3	Y	no	air	5.0	160.0	2.0	37.0	7.4	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	In(NTf2)3	In	no	air	5.0	160.0	2.0	37.0	7.4	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	La(NTf2)3	La	no	air	5.0	160.0	2.0	46.0	9.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ga(NTf2)3	Ga	no	air	5.0	160.0	2.0	48.0	9.6	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Cr(NTf2)3	Cr	no	air	5.0	160.0	2.0	49.0	9.8	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Sc(NTf2)3	Sc	no	air	5.0	160.0	2.0	51.0	10.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Bi(NTf2)3	Bi	no	air	5.0	160.0	2.0	51.0	10.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	AI(NTf2)5	Al	no	air	5.0	160.0	2.0	52.0	10.4	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ho(NTf2)3	Ho	no	air	5.0	160.0	2.0	58.0	11.6	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Sm(NTf2)3	Sm	no	air	5.0	160.0	2.0	59.0	11.8	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Gd(NTf2)3	Gd	no	air	5.0	160.0	2.0	67.0	13.4	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Sb(NTf2)3	Sb	no	air	5.0	160.0	2.0	72.0	14.4	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Nd(NTf2)3	Nd	no	air	5.0	160.0	2.0	73.0	14.6	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	no	air	5.0	160.0	2.0	78.0	15.6	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Pr(NTf2)3	Pr	no	air	5.0	160.0	2.0	80.0	16.0	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Eu(NTf2)2	Eu	no	air	5.0	160.0	2.0	87.0	17.4	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000229	PhMe	2.0	1.0	0.5	no base	0.0	Yb(NTf2)2	Yb	no	air	5.0	160.0	2.0	88.0	17.6	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	no	air	5.0	160.0	2.0	69.0	13.8	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	5 mol% bipy	air	5.0	160.0	2.0	61.0	12.2	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	10 mol% bipy	air	5.0	160.0	2.0	93.0	18.6	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	15 mol% bipy	air	5.0	160.0	2.0	57.0	11.4	microwave	False	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	phen	air	5.0	160.0	2.0	93.0	18.6	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	no base	0.0	Ti(NTf2)4	Ti	10 mol% bipy	air	7.5	160.0	2.0	96.0	12.8	microwave	True	oxygen	2020	0.0	0.0
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	Cs2CO3	0.1	Ti(NTf2)4	Ti	10 mol% bipy	air	5.0	160.0	2.0	0.0	0.0	microwave	False	oxygen	2020	0.05	0.1
10.1002/ejoc.202000413	PhMe	2.0	1.0	0.5	NaHCO3	0.1	Ti(NTf2)4	Ti	10 mol% bipy	air	5.0	160.0	2.0	3.0	0.6	microwave	False	oxygen	2020	0.05	0.1
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	DABCO	2.0	Fe-MCM-41	Fe	no	no data	23.0	160.0	1.0	22.5	0.9782608695652174	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	DABCO	2.0	Fe-cellulose	Fe	no	no data	20.0	160.0	1.0	18.0	0.9	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-HMS	Fe	no	no data	13.5	160.0	1.0	12.0	0.8888888888888888	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-Chitosan	Fe	no	no data	26.0	160.0	1.0	20.0	0.7692307692307693	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-HMS	Fe	no	no data	27.0	160.0	1.0	20.3	0.7518518518518519	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-HMS	Fe	no	no data	40.5	160.0	1.0	30.0	0.7407407407407407	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	DABCO	2.0	Fe-clay	Fe	no	no data	31.0	160.0	1.0	11.0	0.3548387096774194	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-cellulose	Fe	no	no data	20.0	160.0	1.0	5.7	0.285	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-HMS	Fe	no	no data	27.0	160.0	0.5	6.75	0.25	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-MCM-41	Fe	no	no data	23.0	160.0	1.0	5.1	0.2217391304347826	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/c003410j	PhMe	1.2	1.0	0.8333333333333334	tBuONa	2.0	Fe-clay	Fe	no	no data	31.0	160.0	1.0	2.2	0.0709677419354838	MW	False	no_data	2010	1.6666666666666667	2.0
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	25.0	15.0	0.0	0.0	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	40.0	15.0	0.0	0.0	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	60.0	15.0	0.0	0.0	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	80.0	15.0	21.0	0.253012048192771	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	100.0	15.0	52.0	0.6265060240963856	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	120.0	15.0	95.0	1.144578313253012	0	True	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	130.0	15.0	94.0	1.1325301204819278	0	True	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	140.0	15.0	88.0	1.0602409638554218	0	True	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	150.0	15.0	62.0	0.7469879518072289	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	160.0	15.0	41.0	0.4939759036144578	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	tBuOK	0.8	PhCN		no	N2	83.0	180.0	15.0	5.0	0.0602409638554216	0	False	inert	2020	1.3333333333333337	0.8
10.1039/d0cc04831c	dioxane	0.6	1.0	1.6666666666666667	Li2CO3	0.8	PhCN		no	N2	83.0	120.0	15.0	0.0	0.0	0	False	inert	2020	1.3333333333333337	0.8
